10 string:name integer:age float:height boolean:male
70 xcdcbedsawrrpjqboncp 34822 50.34966 False
26 pblccnoyqmsddybaumep 65484 56.24846 True
77 qjgxutfikwgvjuzixhkt 93345 88.8904 False
50 pwckatvsisapnhzhhbzs 98689 66.13373 True
89 qvvlitjlkkevjznaetdq 2932 93.79489 False
65 xdbsaghcfgtvboarghyi 50879 25.56121 False
60 xpoqcazfvqqloksftwfl 1527 66.20916 False
53 yyeibqdvcjfshywtuywe 30688 19.37596 False
44 vxkkaahmpcvkbzirvgyn 25108 34.63143 False
99 usnqcfwoelrprjdnvrmh 97408 23.1405 True
107 kortiakhrcniurtahsjn 93832 1.9894 False
12 glvqefrwwknxgidslmfn 15834 9.5143 True
60 tbqhpypotkiigbdjtxyk 96610 13.5818 True
45 beewdawsqttrikwbjbwz 27866 78.23679 False
20 zklqzatrhauoynjdamzf 60605 21.39271 True
33 pytwjodrzxcuulppzytv 23647 37.81898 True
60 tojsbgkwabezfdtiecdl 82347 20.96242 True
88 emxrwvqlxfmyfztjbcje 66291 47.66498 False
36 nhafcxbcocuhggectrre 18585 26.55308 True
30 gkzyoelxiktapheicwst 44820 48.49474 False
112 mcvhltwxwbiawuapwaog 59735 81.46767 False
29 llbrfqfisaytykofwbof 98741 23.44072 False
89 diezvwyaozifesvjpmvb 85882 76.41375 True
19 flmhdjxdnaoydwnercoz 34137 22.90042 False
69 fduvucpnpwlprhchcrll 39722 75.14333 True
73 lhgjzijsyjlsypreybzm 95221 21.05992 False
75 mvzibxzvwsaitezlwgpi 5184 32.87147 True
64 rprxxljmkqfcawdmbhiu 70811 5.19151 False
5 yuzabznmsxnewigjzmtz 11366 76.93482 True
106 wrpgcwpvkbuoecplgsxk 87009 47.85863 True
87 uriwgswdvpcgjcvyrujl 11851 63.96177 False
110 dgpbtnvldfaadohbmifb 73465 80.6633 True
99 hlkqpirpvieuutnxyagb 48989 59.87162 False
88 janawosxccgtsfieptgu 92404 35.64667 True
46 pyzgorvbzbbnxfbpjxjv 67660 44.39813 True
63 mmwwstgafiajhlirimin 89326 50.52641 False
61 jwitslfpojitvftgcfqn 1868 56.80154 True
122 urtpcamqlbefxhwisaqn 41128 50.38939 True
13 iviihhyjwchavqtsllrd 88179 29.34945 False
86 utaymnhimvcbonsgggpd 50995 56.4475 True
72 kocbznbmyzqkyecopdoa 89458 42.49318 True
130 naxelicqnsxlxwoydbqu 46769 24.27775 False
73 bcxoueouboeyntdewjdu 4495 71.23669 True
73 fxjakgvdjmjidxxxillc 15569 48.00196 False
9 ijazugkevhheqdbcatsv 87674 59.35979 False
37 cuuwggkigkfyswqenzen 92311 56.72607 False
58 khfuqpgdxgtiuectqvtm 92254 85.50442 False
20 bcfrfnwopcxtfcajvcqi 92056 47.63928 False
118 ykfiqxifgvokswfhaxoh 6452 59.88635 True
19 efdfaerzjxzoyhuyzvup 87818 88.54037 True
52 fwathqahvikncyxlpoas 52440 84.06173 False
119 munubioyvopafounznnb 31640 3.94393 False
76 uzfgnqbkalobtedovlsa 30558 80.21158 True
2 zwhqndkfxhmzquxfsuvn 59475 59.37047 False
62 rcruysrgczejuojlbnkw 81451 66.99404 True
49 qjqgxjnyhnohwvznpuly 37895 36.06596 False
93 coofhshnfuboemzowxxh 13358 71.15092 True
140 dbdfbdvzbolcnslojcoc 93741 82.3593 True
156 vhfpcoovdkdqvmsrwrwq 14120 27.02513 False
108 jyjuaqmnfigkksxaxvkv 40757 22.24884 True
144 ugtjmdrkncjayxjpqadr 94728 24.91228 False
111 bzukmqaqwkfmzamzobzm 7039 3.85577 True
75 alqqnlubkaipxbagqoey 80872 88.47984 True
42 yalgurbhoyawqvphzoop 74738 43.00944 True
63 jnfgjlypkjmgmnlvlxrm 45126 70.94913 True
39 klowjuacjjfdakdhqcnu 62580 1.76737 True
55 jsyabzpgbainydmhchmn 98119 79.8522 False
7 sosmiegqkvbaxuapksgy 13814 94.9482 True
56 rcpmfafezgzhmukgjoga 94906 91.48462 True
85 wghdszxqrdgrntwiyagd 67864 32.75297 False
106 gcudwnpnguqajaeyazaw 32906 1.43013 False
107 dcoreivxuhvjorkxvcqa 16151 61.19886 True
61 smbyaadinofdcvoktayc 85741 37.37776 True
10 mqqlljruwkhqkdamgwsw 36215 3.73001 False
131 shqbwblnqhrengsnqshf 47549 14.63949 False
171 uytanbjlwemggsdojcvz 25042 27.64444 False
113 vgrmxqjanrbgoxcasdky 61819 27.8163 False
134 wpcwgxftmuggamvunqri 3479 3.32123 True
20 tcortrxhurnncqmrjyzq 57771 72.47267 True
49 nnygfzwhnnuglmajkcdl 59077 74.74778 False
46 ykadvytocqgmvnnrcytc 93711 45.69672 False
113 wtoumxlkliihzisuaebo 26730 40.16377 True
95 chwmiyimfcszfhselkgw 7629 21.43438 True
25 lnheizencguexuonwpvf 57578 99.82733 True
42 ncdhhjjfzyggtmtcizqy 90786 87.43684 True
162 byurbzyhhetdagqgzjac 27698 42.64254 False
131 auruzvrdasstduhxthpz 1805 2.55458 True
27 kuaooqvgphiiaxjeihzv 35579 77.15508 True
133 ndrhdtfivifmncqmnotb 86152 91.41172 True
177 rxzdlypjjikwtzzdvhsq 62585 74.41467 False
105 ksrmvvwurulomgiobpcj 56595 96.59524 True
42 hyiyvofljxejaodwiozg 95948 86.61706 False
112 mggeykieqhjdhxeqqivq 54205 6.33517 False
176 msbhijyizzwvnktuwgtw 90702 83.65582 True
85 vmmrenchtlqxvvnnquuy 80637 87.71994 True
25 ogoupoogzaswkqwpdagk 86462 43.5233 False
2 kbrtkemeclrrzbtmxcmp 54731 18.43109 False
2 brnwmhdhenphslmelupi 82334 80.99811 True
31 patrznsvfdgjixkkuycm 51153 42.70565 False
103 myykxqrxlxvxcozswwys 59665 93.34263 False
90 dfsvalpnkihkawmpctkb 2237 29.09779 False
84 qftcuuratlodveepyxpn 54304 60.10411 True
170 mmtpdwnxbwofrecfpbsa 59116 5.61853 False
24 ykyvfebmgzgahmdeewxc 85544 73.47905 True
177 dcczcdpzctmhrannrgow 99075 91.29554 True
121 shlasgghijpbvsmikcen 45007 3.43045 True
42 olqsmllzvmqekczrpzzs 20766 64.87766 True
15 tfthzkaxqqkxyatyyxes 17136 56.17249 False
2 fcfxbtvjonobmkfecumx 91762 49.46324 False
140 egsdvofrelyravbsspyn 91067 82.03818 True
79 ubdvmvgnnxiwnjibgokl 63527 17.26866 True
71 aqigzxyaxmxsbxqminie 23086 94.96381 True
85 qexituaylutpyxoxfuwf 23604 81.44292 True
182 uehgjowskescthykzwau 88628 25.21718 False
92 gothhzksvrljnevclmdx 11691 47.14785 False
9 mbgdzacvnwkyuettyvvq 11827 57.96928 True
58 enhsfrjudwwxrzqcdlvt 47010 22.28661 False
165 jftynqbqcclaqczvvkip 44627 11.4826 True
42 pgegksvpeckjbijnelja 95445 93.98846 False
59 wybceiyjudwepeiuzpws 94465 78.21925 False
160 wkwhipytobwvlvidslxq 41149 10.53878 True
18 mjlizpioaipknhltjjsd 76477 25.3645 False
73 jiassivcnhndqkuchcmy 71278 91.04182 False
143 wmhayglgfwtztquvwicu 51703 57.36936 False
62 qwfrwhcrzrmacreqygce 12630 84.41779 False
170 autobvwxoffeltqobmmz 31792 23.11969 True
154 mdwhybwzgzrwuqhidhmn 97028 92.81677 True
215 dybdhunckyfjoipvphuc 44774 38.57929 False
39 jgfpsdlacfxwrldwykrh 51956 51.03508 True
81 khyuocrylfbcrcgxjjpn 4606 34.14803 True
94 ejkfxlgoxqrtnvyjqohq 22946 64.73031 True
193 yaczdvyswgmwwgxfmwld 37759 13.53789 True
164 vyuxaamzqxelywkjanvr 75819 41.67937 False
56 lcvvujlrkshddxprsquc 36327 50.08417 True
160 eurtnzskmgxomlroweke 57059 80.70228 False
163 sjwjbnbqzmqrfnmvlbfl 96932 79.4232 False
217 piwvdhnanfseuthlueql 35406 37.88602 True
133 kwfflefzoznmnyborbyt 74591 34.69969 False
99 hwmffqpnhimbjcdsbtre 46444 12.55912 True
174 wxzcfmsdxlkffujydshu 40734 28.73846 False
190 ngzirumnpbcvhloficvc 79172 76.41655 True
48 pngtkvnrygsvekkarsaa 51867 61.08088 True
109 evkiegtzfzboskcrwlzz 49137 20.2987 False
175 fbryoubvcvvzsnilwtlp 80956 98.38412 False
92 ulgwgswvjekzzxnldgxn 12965 27.47102 False
205 ekmwchfkludetaiudtpf 75895 58.29799 False
91 frgfwhbyugocaveueuny 21885 10.49244 True
130 pvmwextahsdqjneazhqk 84536 27.40665 True
96 bfgpnuongdeluywkerpn 86478 59.80635 False
182 tyqiwtvhhdssyrffmufd 29452 36.92997 True
155 grabmpaiqacfeknxmmia 4265 96.71722 True
0 fqketfstorkhufciakyp 81234 87.25788 True
181 vhlmtomljsnlfeumpizk 2925 7.54126 True
170 zbowuhpokaxyfjyfxiil 60485 60.60468 True
189 zcrgxvjakduaqasjjxhm 60262 97.18612 False
50 ivhzeypbpotjugmrczbz 14831 28.0575 False
66 jiwnyvrqstqulwcewaba 38039 77.62753 True
42 pyozunauhjxaitdjyxoj 82496 45.2686 True
106 gphwysaefkszrrhusoyb 26490 82.05516 False
198 sywrtuwzgedurahflmci 15030 32.46154 True
25 gbwoqrhkjyinoqsohczz 32574 67.97815 False
115 jhwicvxpndwerjcmcecs 92055 23.75169 True
18 lulgfyjpqnkettanpqov 36295 32.00671 True
214 qafvwbdozqzetabhsyqh 46043 2.39764 False
35 vgdjmvvvdsmcofelrpeo 70865 56.11355 False
222 ydscqactgtiahmjrhrma 26547 44.72436 False
230 uosbctgdcsjovfkhgpih 34334 56.885 True
10 rjdolvawohzsqwjmylqs 25795 91.69388 True
158 ulatmzlqcpmzysihexwm 36271 62.42855 False
217 scblkyatgpnlzewkqjmb 94482 11.80068 True
198 fdbxynzeyulmivucuvjx 31062 55.0115 False
75 wrppquwpgllsfavtlouh 95882 5.53258 True
60 tdkncpgczxmrhobdxloi 36295 28.39632 False
171 llblolnzhiiuijztedzf 95550 48.88884 True
148 flxxjujjegtzljfowiqz 28683 17.56213 False
1 ncmehoijrvgzaedufvnh 94850 83.28879 True
265 xomzwpezzykhuvxldsya 25384 12.26799 False
201 dkmqomhtopgfljyngqtl 65714 39.3094 False
226 rcwwiajyhsnkyndcdeja 16227 56.10622 False
235 wwphfxtldjthrbjpjmev 75635 57.03721 True
135 hnqlhoonefdafkaslsft 56590 58.58244 False
118 ensxceekwzaryrjplghc 80604 4.90446 True
113 bufmoxgzfcjhimwzgfta 72339 12.50936 False
88 gcioaytcqehptsmpstoi 97235 65.1129 True
233 plerjzthoxrybogmalcz 8445 24.63204 True
232 znfutkwntzhqrayosbus 22096 40.92955 True
243 wgpyfzbyfirbnixppkha 9581 54.17648 False
274 rpfamirjaesnobiqipea 80298 88.11541 False
161 frkdesdxprichqscvtxc 40842 74.90595 True
193 ezqmghhxwduhtvhercxt 84221 82.02579 False
261 uknqcbffhidgoglhfzzi 52314 73.73607 False
76 iguhtzwchyjnaaaoptwu 92482 77.94822 True
122 idclwwkchswvajqezumk 76782 19.09556 False
110 floykpzpxfqdgxmpompz 50753 10.83403 True
170 tmllgfttdkwjqzupshwq 71349 12.44374 True
279 tqknfqyittvaoqisgjey 44954 81.8264 False
86 hmjhsgkiisdgebuucgeh 69609 57.54907 False
205 tfwjyhtkegykipxydwiu 19393 97.54682 True
17 chghaqxodjcfuhlqtpin 83010 8.14993 True
32 xshwwduotjykopytmnsl 12329 67.0196 False
52 nfgtnwsnncnhdjkqucgr 89464 42.17712 False
33 agcfjxaqchhocfsqlldm 96641 93.8505 False
190 jhnueedtknoilfftewuu 26190 74.17178 False
219 ucigvdnbyxjtxmokgjsv 21741 77.593 False
280 kdjxjdmmnbrmbbvjseip 84763 81.0706 False
41 fnraqiieetrmlefvijkp 54583 50.0638 False
284 thyxyrlptilyqyhinqzn 86983 7.26103 True
128 fexattxhzpctemksrxkl 2364 74.90983 False
117 lsbmklzblixwaaddxsfq 74874 10.43719 True
303 lpgtegpchksxjphfzrnu 26026 22.75809 True
52 tnvtqqnikvymsnkagxfy 88172 40.47881 False
275 vgymihtlrasmzwwznkfe 83667 53.09771 False
240 ilagtofotcukwqijvnyl 19349 69.80835 False
97 qzwnoglfkvjeptgfadug 74502 33.36052 True
34 pmliffishzibswfgruhl 22054 8.73477 True
21 wcukhvegorvenjyftuor 16933 19.96997 True
60 iwsduiqhhbkaxexszsmw 80571 66.23834 True
8 qlvbkqogeitsfezgdfsv 93934 85.42355 True
168 pszmaptynouznujxisza 60152 15.50215 False
124 tkasxmpeentvdbtuqjqa 90701 13.84314 False
157 gvgykjljirgwgewxwexf 74827 69.89222 True
274 nrsyymrnqpehwjrzpjlj 12915 38.40488 True
277 muduibjkrvlwwwyditns 75761 86.96632 True
259 bnduubpenjhycscechjp 34345 74.3354 False
214 vagqhyoxhilfzedkabei 77535 3.17877 True
253 tedjilxnsnfkskpsskpt 56696 68.95536 True
75 rdsoklvtoygwjyunfrou 58215 59.22714 False
52 tktthhdpzuckwknmbbco 90360 19.83841 True
101 jmdrosfgchlmitqycbit 95806 75.62335 True
54 msabatyrzqcfyalqhxyl 65185 93.73216 False
283 tibalobtzitnzjqgfljp 14875 28.42893 True
93 xcxvnfaznsaojhinmkvn 78150 76.97137 False
109 zsczxambshhmikzbfnft 98803 37.38233 True
33 rfxrzepoagrxlcqgouaa 39993 27.88879 False
198 dksekmnnpacvkxrimpyl 2251 95.1555 True
287 ryheuuhsgjavbvcjkida 14470 79.94548 True
325 ivyesfnfmesvbwxeolhv 61197 47.08848 False
266 nleecoubwxwpiobhxixc 45723 80.46116 False
328 wtpalgejuqylzxjkbpfa 33411 22.63651 True
341 dfxbnorsynimvzijfzgu 138 70.72011 False
290 qwsumfolwbsjjifwodeh 72878 78.07276 True
7 bddtnxzluuxtklgbdhfo 89807 16.45084 True
44 uysmbvwonrqzqqjrknvf 78553 92.70405 True
89 rslmlfvvvcarmqrovmfh 9258 36.75393 True
274 mssbblhydtbjhfwlisrb 16794 52.86775 False
289 onclozihikuklgvvxgoc 70324 44.12757 False
293 mgbjkfqivvuogiuvluum 4170 15.01884 True
88 hkycnnybpfbtasbwyclw 52840 44.08788 False
333 qeblwkvhgdudeyxpjodh 99499 97.59191 False
63 bjvtzjknaahjssmidepr 69220 54.03065 False
0 fgwhpjnxaniqesvmtohy 5561 24.75187 False
330 rsggcxpjxnroqvdhjshn 24821 22.59964 True
267 uixuaglmnimwuuenmmfl 87391 78.19755 False
260 xjuxfyufzwhngffjcxwv 98929 78.07498 False
107 csqxnddnkpxjsylecrqy 95561 43.58274 True
339 wovtqhlenfrljpzajaaw 17351 24.99536 False
258 ulmssglsxiopticbkgdf 78634 36.63338 False
359 pcvrqxlhemsvqezpjrbd 76642 84.18391 False
165 frligoocjhjfhulljleo 55303 55.70584 False
34 lvpknplhtdkqibpcgrkv 83922 84.83247 False
44 nmqkizjjdzfiwngmyrgu 93915 60.91359 False
67 wjrgeltesxuskxrnuebh 19527 45.71203 False
309 bcjtiecwuabetuhqgjhn 8225 41.30745 True
328 xlumutnaycshqinpqcfm 4863 67.00029 True
205 bqtvkbcvoylqgdrjdceh 9520 13.0484 False
72 nvweijcsjmtidggzrido 28506 30.30548 False
262 ayiehelbfgjeniezfnpj 97636 32.68381 False
294 kcyomjmdmnzfknhnscss 59745 69.98737 True
74 vtukxgxfvcltukbbtkec 32636 97.7781 True
81 zcmeqoyqkewrqozveequ 50780 49.62103 True
133 crwjdfckdoumszwccunb 98513 93.96658 False
211 fxqxbzaxxtzkwegdaowl 26873 4.37628 False
180 kqndbwtzkoozyeiliuco 98464 29.29733 True
53 wpouxblhgloclimrwclz 90566 7.12091 True
137 wyxyulluwpixkggclrch 84452 88.83738 False
86 skyelluzmoirbhcjqpnb 26426 97.57718 True
188 zrmmctlonjmwtetegygs 64147 33.25402 False
112 ubxjsszpccugiqmzkkdj 50333 60.15908 False
91 emtpiefgwfiezeicvbhw 33833 23.10613 False
289 apvcoslfurietwlujood 70184 21.8689 True
349 ozfmtvhfzatycprgowuz 3898 41.50627 True
281 wfrqpqzskzndvwyqiwlc 29582 15.6867 False
147 tsngpozgpibzzvfpuixb 22179 25.76873 True
37 itfmtfmyxxerivwkckzc 44133 74.39919 False
258 xpkkjmaqgvaaayatnbjp 63180 34.92382 False
147 drmyghglyghxapyfyaud 72162 30.46661 False
348 kvzpitbssecqpzoilvrj 59377 84.61408 False
57 wontothfggrrerbqvsim 78219 81.68509 True
150 msprjnvngrdbgcioaedy 7939 2.53466 False
303 ojmsyealiejtzahhvrpg 11788 50.64652 True
202 imjzsfnyvbxqmjtniybo 92424 63.85226 False
106 ubtkvzrfolmyaaovualm 89337 11.67202 True
184 ffeotvpaxihvhzfqkllp 84389 77.45681 True
43 mbjjfqlzkvnhstdrnftm 29941 34.92377 False
58 qyidodvnmrcbltyvkwyg 11946 43.64815 True
297 sjkfluhmnqtlypehgahd 42785 94.35456 False
248 splpjiepfayyfadzmsea 78255 80.79552 False
41 hzoqpvrunqcisdwwnkck 48725 41.80046 False
96 wumilzgubeutboiucjlu 8725 37.76528 True
254 ogyyesiftjaflzrlutkx 37430 80.37647 False
97 bkevfaybgfoagjijvhix 64325 33.29197 False
233 shhlabtyznbdbwzejtml 85316 45.72687 False
386 vuskfpalzhewgytzniby 84446 64.84077 True
232 nadokukrpabprlxahmcn 38371 8.07133 True
303 htyqcjktuttqolsneblb 33963 28.72346 True
393 ascdlbwsewojydqupqds 36676 79.0041 False
202 wvrlgprgwdjngsdhqxgk 64589 72.48126 False
403 rlsldvhpomdbautgmusu 63737 16.12587 True
250 dcxukoakpsrnkquinnez 73597 3.60653 True
198 oxfxgyvedtjrkpknfjsf 662 37.97162 False
317 jnvgegtaofefbqdknbwd 28780 41.18252 False
331 ifhzvqewwpuvhdsoomub 88638 69.61629 False
81 qhgfewhilcslptepiuye 368 84.14146 False
247 enjqmkacfsoqphivirpt 40960 76.93869 False
163 teahmkbomzjzfglimckv 18597 29.74956 False
187 vbfgjmrfpskrugrbgviy 25931 27.12154 False
400 xtkylfbsjcogclpwckkz 78257 90.6675 False
381 faecgvphbyfjlgdjxnej 89157 70.41749 True
117 komjkzoikfadaoiisapg 71855 33.05717 True
287 llhxjigtjywsngrlvlwf 66131 10.88611 False
317 ssmbzrzmyhvnevlwfyji 26676 83.54882 False
151 khzwimztwbdixpffjisd 66154 1.05602 False
315 crnlxmkjjbfiyvygdneu 6902 46.95776 False
251 hckxlovtmgzaptizdnjf 52873 74.69701 False
422 manrqxaewmkjdkjrxfck 48407 99.26651 False
240 qtvzqiultkzbtxwomjwr 32115 44.12573 True
143 walrrfpigbfxbfyctvnl 55677 6.33008 True
219 bgyaphwktkoxqwqjgqob 55505 66.48905 True
247 kpnjogcbzumesofaduhs 4455 46.00696 True
4 encwlxbsivxjwgfnixit 20002 2.68025 False
54 zhosobaiycenoyjalzec 14978 6.20776 False
30 ciwqdkffarcsvvikutzz 81063 64.20079 False
384 hhxbozqgrpizztqlbtbq 44127 9.40956 True
399 qhvpsdrhdmrmxeuutvua 46226 26.16702 True
127 eizvyeuufypkzzsavmhe 80973 55.95986 True
109 djqtcbwtllkjpmyedbmw 5955 32.50806 True
276 oumqqqrimwfknqhamuou 32620 27.29339 False
201 kfuoegzmwkiyyrzighuf 59724 57.87508 True
12 mxwagdmjgavwsxfwjbzf 44289 20.08604 False
176 sqdgapeabjfrshokssoo 87368 42.7267 True
145 mtmgtwbiaefeldrighcz 80576 29.93427 False
306 nftgfbzzfhlglbjdfrtv 72580 26.37743 True
295 fawfewnzdmeaobuyjanu 75003 19.01472 False
200 tlwejhlesdiqodjypvaf 31179 93.75389 False
436 trfssqyoupxungzbywgv 44611 87.61262 False
319 fjluqtptxyqbghlgixws 82346 88.10625 True
4 qynbcigbuhggabbewyzq 41243 21.61376 False
420 eaurgdnrcludjdvyoeku 22339 65.06007 True
395 uslnmmexhpklzlbgnmbf 14041 62.80588 False
291 vsaqxcvogcxsfznexlma 8149 60.32009 False
33 etgzjshkpsedksqfmuuw 42551 67.32432 False
273 rthdaeyanemezkihprxb 26716 12.16791 False
202 pauwhstdmmzvutuggvnn 50337 28.38248 True
169 unhvrjolrmbqboqgrstj 22185 41.13951 False
420 gpehxnmoxfcxospkslfk 84728 6.04726 False
170 vnvapfflmbyuirkasxjt 74576 91.76049 True
358 ucrpyffrugkglnzfqggs 62557 54.85922 False
371 ezzvbdfzspvrkvkvotqq 98712 63.17457 True
4 hoylpqqhzxbtgtdeylxl 76391 64.30476 False
265 mmncjwamoqgdporcxvoy 13964 36.22057 True
219 uctmejopqybrycdiuxht 35417 70.40226 True
326 kxcyoviisfgllbytkrxv 87427 90.98625 False
38 oohiguiznkjqrsipphfk 7524 82.38309 True
297 cbiovwryugioknwgllku 283 65.10085 False
182 gkiccnrkeefzjmwtlsyv 94161 97.41397 False
418 rrptakncaemxpjtcxvlz 44668 44.17166 True
306 ttscpabphopxxnfdtpqm 68068 11.15336 True
291 xplfqjdrcrmfvghkkfxl 93132 77.57215 True
275 pcqyzvbkyipxnqanlghi 57222 55.48905 False
380 yrhvgyzmjjukmtvmaiop 13695 76.22517 True
381 sogwmbiqewkxhhhrxeiv 83683 99.18087 True
415 lbjfnqfjhbteylrahrmv 42491 33.32373 False
426 eoozdthioiwbawrnypob 26275 92.15873 True
199 dnlvzynwvzqleaackmtr 70025 53.79043 True
399 ymxexulaulgtkqqyspkc 15525 58.0796 False
87 pxjseaxncxhvlkzqzpzz 1916 75.18406 True
100 jaaqcwzskbxqoogbbjeg 18267 72.14048 True
65 tpmqybucduxbbzlfjdix 86341 35.53639 False
39 qujivqwmjyuezvfffnzv 61218 53.24473 False
22 uxvrappkbzsjygsjufyw 31902 9.25557 False
